original_index,review_text,review_text_processed,review_text_tokenized,polarity,rating,kfold_polarity,kfold_rating
50548,"Nao recebi o produto, recebi a informação de que se estraviou. Silolicitei o cancelamento à lannister e ate agora nada. ","nao recebi o produto, recebi a informacao de que se estraviou. silolicitei o cancelamento a lannister e ate agora nada. ","['nao', 'recebi', 'produto', 'recebi', 'informacao', 'de', 'que', 'se', 'estraviou', 'silolicitei', 'cancelamento', 'lannister', 'ate', 'agora', 'nada']",0.0,1,4,4
30863,Ótimo produto!,otimo produto!,"['otimo', 'produto']",1.0,5,4,4
49125,"Tá de parabéns essa loja.
Entrega rápida e produto de qualidade. ","ta de parabens essa loja.
entrega rapida e produto de qualidade. ","['ta', 'de', 'parabens', 'essa', 'loja', 'entrega', 'rapida', 'produto', 'de', 'qualidade']",1.0,5,4,4
20919,Nem a nota fiscal foi emitida,nem a nota fiscal foi emitida,"['nem', 'nota', 'fiscal', 'foi', 'emitida']",0.0,1,4,4
42162,PP634908737BR este pedido ainda não foi entregue. ,pp634908737br este pedido ainda nao foi entregue. ,"['pp634908737br', 'este', 'pedido', 'ainda', 'nao', 'foi', 'entregue']",0.0,2,4,4
37184,O produto não chegou até hoje!,o produto nao chegou ate hoje!,"['produto', 'nao', 'chegou', 'ate', 'hoje']",0.0,1,4,4
40007,O prazo de entrega é muito longo. Tem lojas que entregam com 8 dias,o prazo de entrega e muito longo. tem lojas que entregam com 8 dias,"['prazo', 'de', 'entrega', 'muito', 'longo', 'tem', 'lojas', 'que', 'entregam', 'com', 'dias']",,3,-1,4
89053,"Adorei a entrega e o produto
Entregou antes do prazo e produto chegou do jeito esperado, embaladinho.. parabéns","adorei a entrega e o produto
entregou antes do prazo e produto chegou do jeito esperado, embaladinho.. parabens","['adorei', 'entrega', 'produto', 'entregou', 'antes', 'do', 'prazo', 'produto', 'chegou', 'do', 'jeito', 'esperado', 'embaladinho', 'parabens']",1.0,5,4,4
92420,Preciso do óleo para fortalecer meu sistema imunológico,preciso do oleo para fortalecer meu sistema imunologico,"['preciso', 'do', 'oleo', 'para', 'fortalecer', 'meu', 'sistema', 'imunologico']",1.0,5,4,4
78610,Entrega muito rápida recebir antes da data de entrega amei meu produto chegou em perfeito estado parabéns !,entrega muito rapida recebir antes da data de entrega amei meu produto chegou em perfeito estado parabens !,"['entrega', 'muito', 'rapida', 'recebir', 'antes', 'da', 'data', 'de', 'entrega', 'amei', 'meu', 'produto', 'chegou', 'em', 'perfeito', 'estado', 'parabens']",1.0,5,4,4
47858,Recebi o produto dentro do que foi combinado.,recebi o produto dentro do que foi combinado.,"['recebi', 'produto', 'dentro', 'do', 'que', 'foi', 'combinado']",1.0,5,4,4
94577,"A garrafa é muito pequena, não acredito que tem 1,2 litros conforme mencionada na embalagem e no anúncio.
Não recomendo a compra do produto.","a garrafa e muito pequena, nao acredito que tem 1,2 litros conforme mencionada na embalagem e no anuncio.
nao recomendo a compra do produto.","['garrafa', 'muito', 'pequena', 'nao', 'acredito', 'que', 'tem', 'litros', 'conforme', 'mencionada', 'na', 'embalagem', 'no', 'anuncio', 'nao', 'recomendo', 'compra', 'do', 'produto']",,3,-1,4
29630,"Chegou o produto atrasado, faltando outro. Falta chegar os demais. O cliente está zangado.","chegou o produto atrasado, faltando outro. falta chegar os demais. o cliente esta zangado.","['chegou', 'produto', 'atrasado', 'faltando', 'outro', 'falta', 'chegar', 'os', 'demais', 'cliente', 'esta', 'zangado']",0.0,1,4,4
27336,Comprei dois cordões e so chegou um. Fiquei muito decepcionada. Ja fas mais de um mes e ate agora nada,comprei dois cordoes e so chegou um. fiquei muito decepcionada. ja fas mais de um mes e ate agora nada,"['comprei', 'dois', 'cordoes', 'so', 'chegou', 'um', 'fiquei', 'muito', 'decepcionada', 'ja', 'fas', 'mais', 'de', 'um', 'mes', 'ate', 'agora', 'nada']",0.0,1,4,5
60924,Entrega no prazo certinho!,entrega no prazo certinho!,"['entrega', 'no', 'prazo', 'certinho']",1.0,5,4,4
84143,"Não recebi nenhum respáudo da targaryen a cerca do produto, apenas a stark me informou sobre o mesmo. Não sei como será a questão do meu cartão e o estorno do valor. ","nao recebi nenhum respaudo da targaryen a cerca do produto, apenas a stark me informou sobre o mesmo. nao sei como sera a questao do meu cartao e o estorno do valor. ","['nao', 'recebi', 'nenhum', 'respaudo', 'da', 'targaryen', 'cerca', 'do', 'produto', 'apenas', 'stark', 'me', 'informou', 'sobre', 'mesmo', 'nao', 'sei', 'como', 'sera', 'questao', 'do', 'meu', 'cartao', 'estorno', 'do', 'valor']",0.0,1,4,5
74540,"Coloquei 4 estrelas pois ainda não testei o produto , presente de natal, mais fiquei muito feliz com a agilidade na entrega...recomendaria com certeza...","coloquei 4 estrelas pois ainda nao testei o produto , presente de natal, mais fiquei muito feliz com a agilidade na entrega...recomendaria com certeza...","['coloquei', 'estrelas', 'pois', 'ainda', 'nao', 'testei', 'produto', 'presente', 'de', 'natal', 'mais', 'fiquei', 'muito', 'feliz', 'com', 'agilidade', 'na', 'entrega', 'recomendaria', 'com', 'certeza']",1.0,4,4,4
43929,"Fiz a compra de 2 pneus e faturou somente 1, paguei R$525,00 sendo que no site das lannister o mesmo pneu custa R$305,00, preciso de um retorno pois paguei a mais do que vale...
aguardo retorno.","fiz a compra de 2 pneus e faturou somente 1, paguei r$525,00 sendo que no site das lannister o mesmo pneu custa r$305,00, preciso de um retorno pois paguei a mais do que vale...
aguardo retorno.","['fiz', 'compra', 'de', 'pneus', 'faturou', 'somente', 'paguei', '525', '00', 'sendo', 'que', 'no', 'site', 'das', 'lannister', 'mesmo', 'pneu', 'custa', '305', '00', 'preciso', 'de', 'um', 'retorno', 'pois', 'paguei', 'mais', 'do', 'que', 'vale', 'aguardo', 'retorno']",0.0,1,4,5
73000,"Produto entregue conforme comprado, dentro do prazo, até antes.
Recomendo, com certeza","produto entregue conforme comprado, dentro do prazo, ate antes.
recomendo, com certeza","['produto', 'entregue', 'conforme', 'comprado', 'dentro', 'do', 'prazo', 'ate', 'antes', 'recomendo', 'com', 'certeza']",1.0,5,4,4
53131,paguei mais caro para receber o produto na cor do anuncio que é vermelho e recebi roxo,paguei mais caro para receber o produto na cor do anuncio que e vermelho e recebi roxo,"['paguei', 'mais', 'caro', 'para', 'receber', 'produto', 'na', 'cor', 'do', 'anuncio', 'que', 'vermelho', 'recebi', 'roxo']",0.0,1,4,5
37239,"Não veio as duas mercadorias pedidas, apenas uma das unidades foi entregue.","nao veio as duas mercadorias pedidas, apenas uma das unidades foi entregue.","['nao', 'veio', 'as', 'duas', 'mercadorias', 'pedidas', 'apenas', 'uma', 'das', 'unidades', 'foi', 'entregue']",0.0,1,4,5
14959," Excelente suporte, com regulagem de inclinação bastante satisfatória. Recomendo este produto!!"," excelente suporte, com regulagem de inclinacao bastante satisfatoria. recomendo este produto!!","['excelente', 'suporte', 'com', 'regulagem', 'de', 'inclinacao', 'bastante', 'satisfatoria', 'recomendo', 'este', 'produto']",1.0,5,4,4
69077,Não goste da qualidade do produto .Por ser embalado de forma inadequada a tinta soltou .,nao goste da qualidade do produto .por ser embalado de forma inadequada a tinta soltou .,"['nao', 'goste', 'da', 'qualidade', 'do', 'produto', 'por', 'ser', 'embalado', 'de', 'forma', 'inadequada', 'tinta', 'soltou']",0.0,1,4,5
24574,"Produto chegou antes do previsto, mesmo com a greve, ótima qualidade, e fácil de aplicar. Recomendo.","produto chegou antes do previsto, mesmo com a greve, otima qualidade, e facil de aplicar. recomendo.","['produto', 'chegou', 'antes', 'do', 'previsto', 'mesmo', 'com', 'greve', 'otima', 'qualidade', 'facil', 'de', 'aplicar', 'recomendo']",1.0,5,4,4
39865,"Minha experiência com essa loja tem sido satisfatória. O produto é de qualidade, e entrega no prazo. Recomendo d+ os dois!","minha experiencia com essa loja tem sido satisfatoria. o produto e de qualidade, e entrega no prazo. recomendo d+ os dois!","['minha', 'experiencia', 'com', 'essa', 'loja', 'tem', 'sido', 'satisfatoria', 'produto', 'de', 'qualidade', 'entrega', 'no', 'prazo', 'recomendo', 'os', 'dois']",1.0,5,4,4
9757,"Produto um pouco fino, mas o pelo é de qualidade ","produto um pouco fino, mas o pelo e de qualidade ","['produto', 'um', 'pouco', 'fino', 'mas', 'pelo', 'de', 'qualidade']",1.0,4,4,4
61588,"vou continuar comprando com
certeza muito gato","vou continuar comprando com
certeza muito gato","['vou', 'continuar', 'comprando', 'com', 'certeza', 'muito', 'gato']",1.0,5,4,4
99207,Super recomendo,super recomendo,"['super', 'recomendo']",1.0,5,4,4
77850,Muito boa.,muito boa.,"['muito', 'boa']",1.0,4,4,4
27016,Entrega tranquila e dentro do tempo.,entrega tranquila e dentro do tempo.,"['entrega', 'tranquila', 'dentro', 'do', 'tempo']",,3,-1,4
60008,O pruduto chegou no prazo certo adorei. Recomendo,o pruduto chegou no prazo certo adorei. recomendo,"['pruduto', 'chegou', 'no', 'prazo', 'certo', 'adorei', 'recomendo']",1.0,5,4,4
49790,é o meu queridinho para um dia de bom humor e treino fácl,e o meu queridinho para um dia de bom humor e treino facl,"['meu', 'queridinho', 'para', 'um', 'dia', 'de', 'bom', 'humor', 'treino', 'facl']",1.0,5,4,4
14460,recomendo o produto muito bom,recomendo o produto muito bom,"['recomendo', 'produto', 'muito', 'bom']",1.0,5,4,4
78171,"Meu otoscópio veio em uma caixa de péssima qualidade da Wellch, além de vir aberta. Produto tão mal-feito que parece até falsificado. Não veio estojo, tampouco pilhas. Péssimo. ","meu otoscopio veio em uma caixa de pessima qualidade da wellch, alem de vir aberta. produto tao mal-feito que parece ate falsificado. nao veio estojo, tampouco pilhas. pessimo. ","['meu', 'otoscopio', 'veio', 'em', 'uma', 'caixa', 'de', 'pessima', 'qualidade', 'da', 'wellch', 'alem', 'de', 'vir', 'aberta', 'produto', 'tao', 'mal', 'feito', 'que', 'parece', 'ate', 'falsificado', 'nao', 'veio', 'estojo', 'tampouco', 'pilhas', 'pessimo']",,3,-1,4
14216,Fiz uma compra em janeiro e ainda não recebi. Nenhuma explicação sobre o atraso. ,fiz uma compra em janeiro e ainda nao recebi. nenhuma explicacao sobre o atraso. ,"['fiz', 'uma', 'compra', 'em', 'janeiro', 'ainda', 'nao', 'recebi', 'nenhuma', 'explicacao', 'sobre', 'atraso']",0.0,1,4,5
14126,"Desta vez meu produto não foi entregue corretamente. Pedi e paguei por 4 unidades, mas na verdade recebi apenas 3. Estou no aguardo de um retorno da loja.","desta vez meu produto nao foi entregue corretamente. pedi e paguei por 4 unidades, mas na verdade recebi apenas 3. estou no aguardo de um retorno da loja.","['desta', 'vez', 'meu', 'produto', 'nao', 'foi', 'entregue', 'corretamente', 'pedi', 'paguei', 'por', 'unidades', 'mas', 'na', 'verdade', 'recebi', 'apenas', 'estou', 'no', 'aguardo', 'de', 'um', 'retorno', 'da', 'loja']",0.0,2,4,4
57800,recebi apenas 1 kit (vermelho) não recebi o amarelo. espero retorno o quanto antes para resolver. obrigado,recebi apenas 1 kit (vermelho) nao recebi o amarelo. espero retorno o quanto antes para resolver. obrigado,"['recebi', 'apenas', 'kit', 'vermelho', 'nao', 'recebi', 'amarelo', 'espero', 'retorno', 'quanto', 'antes', 'para', 'resolver', 'obrigado']",0.0,1,4,5
43783,"RECEBI O PRODUTO E AO VERIFICAR CONSTATEI QUE O PRODUTO ERA TOTALMENTE DIFERENTE DAQUELE QUE EFETUEI A COMPRA, SOLICITEI A DEVOLUÇÃO E O ENVIO DO PRODUTO CORRETO E ATÉ AGORA NÃO OBTIVE RESPOSTA.","recebi o produto e ao verificar constatei que o produto era totalmente diferente daquele que efetuei a compra, solicitei a devolucao e o envio do produto correto e ate agora nao obtive resposta.","['recebi', 'produto', 'ao', 'verificar', 'constatei', 'que', 'produto', 'era', 'totalmente', 'diferente', 'daquele', 'que', 'efetuei', 'compra', 'solicitei', 'devolucao', 'envio', 'do', 'produto', 'correto', 'ate', 'agora', 'nao', 'obtive', 'resposta']",0.0,1,4,5
97434,ATÉ A DATA DE HOJE NAO RECEBI O PRODUTO! QUE ERA P TER CHEGADO A MAIS DE 10 DIAS! COMPLETO DESCASO E FALTA DE PROFISSIONALISMO E RESPEITO COM O CONSUMIDOR!,ate a data de hoje nao recebi o produto! que era p ter chegado a mais de 10 dias! completo descaso e falta de profissionalismo e respeito com o consumidor!,"['ate', 'data', 'de', 'hoje', 'nao', 'recebi', 'produto', 'que', 'era', 'ter', 'chegado', 'mais', 'de', '10', 'dias', 'completo', 'descaso', 'falta', 'de', 'profissionalismo', 'respeito', 'com', 'consumidor']",0.0,1,4,5
15934,"Entrega super rápida, produto de boa qualidade. ","entrega super rapida, produto de boa qualidade. ","['entrega', 'super', 'rapida', 'produto', 'de', 'boa', 'qualidade']",1.0,4,4,4
32766,muito bom,muito bom,"['muito', 'bom']",1.0,4,4,4
33789,recomendo,recomendo,['recomendo'],1.0,5,4,4
80057,Recebi um produto totalmente diferente do pedido e a NF veio com destinatário para outra pessoa.,recebi um produto totalmente diferente do pedido e a nf veio com destinatario para outra pessoa.,"['recebi', 'um', 'produto', 'totalmente', 'diferente', 'do', 'pedido', 'nf', 'veio', 'com', 'destinatario', 'para', 'outra', 'pessoa']",0.0,1,4,5
22943,"A única ressalva é a válvula ou torneirinha, que achei ser de baixa qualidade, no mais a Siqueira é bem interessante.","a unica ressalva e a valvula ou torneirinha, que achei ser de baixa qualidade, no mais a siqueira e bem interessante.","['unica', 'ressalva', 'valvula', 'ou', 'torneirinha', 'que', 'achei', 'ser', 'de', 'baixa', 'qualidade', 'no', 'mais', 'siqueira', 'bem', 'interessante']",1.0,4,4,4
29675,Meu produto chegou antes dos prazo.,meu produto chegou antes dos prazo.,"['meu', 'produto', 'chegou', 'antes', 'dos', 'prazo']",1.0,4,4,4
30949,A loja emitiu a NF com os 2 produtos e tinha apenas 1 Item,a loja emitiu a nf com os 2 produtos e tinha apenas 1 item,"['loja', 'emitiu', 'nf', 'com', 'os', 'produtos', 'tinha', 'apenas', 'item']",0.0,1,4,5
25530,"fácil de comprar, entrega rápida, posicionamento da compra correta.
Excelente.","facil de comprar, entrega rapida, posicionamento da compra correta.
excelente.","['facil', 'de', 'comprar', 'entrega', 'rapida', 'posicionamento', 'da', 'compra', 'correta', 'excelente']",1.0,5,4,4
10911,"Linda boneca, minha filha gostou muito! ","linda boneca, minha filha gostou muito! ","['linda', 'boneca', 'minha', 'filha', 'gostou', 'muito']",1.0,5,4,4
99648,tem boa qualidade e acabamento,tem boa qualidade e acabamento,"['tem', 'boa', 'qualidade', 'acabamento']",1.0,4,4,4
98885,recomendo,recomendo,['recomendo'],1.0,4,4,4
75465,Entrega rapida. Produto lindo. Mal vejo a hora de instalar. ,entrega rapida. produto lindo. mal vejo a hora de instalar. ,"['entrega', 'rapida', 'produto', 'lindo', 'mal', 'vejo', 'hora', 'de', 'instalar']",1.0,5,4,4
99718,O produto chegou faltando e em péssimas condições.,o produto chegou faltando e em pessimas condicoes.,"['produto', 'chegou', 'faltando', 'em', 'pessimas', 'condicoes']",0.0,1,4,5
45537,gostei e o atraso foi por conta dos correios aqui,gostei e o atraso foi por conta dos correios aqui,"['gostei', 'atraso', 'foi', 'por', 'conta', 'dos', 'correios', 'aqui']",1.0,4,4,4
17111,"A data de entrega do produto era até 6 de dezembro e o produto chegou no dia 22/11/2017, bem adiantada.","a data de entrega do produto era ate 6 de dezembro e o produto chegou no dia 22/11/2017, bem adiantada.","['data', 'de', 'entrega', 'do', 'produto', 'era', 'ate', 'de', 'dezembro', 'produto', 'chegou', 'no', 'dia', '22', '11', '2017', 'bem', 'adiantada']",1.0,4,4,4
59177,Produto conforme descrito ,produto conforme descrito ,"['produto', 'conforme', 'descrito']",1.0,5,4,4
95874,"Mercadoria chegou antes do prazo previsto.
Parabéns!!!!","mercadoria chegou antes do prazo previsto.
parabens!!!!","['mercadoria', 'chegou', 'antes', 'do', 'prazo', 'previsto', 'parabens']",1.0,5,4,4
40827,Ainda não recebi o produto,ainda nao recebi o produto,"['ainda', 'nao', 'recebi', 'produto']",0.0,1,4,5
41221,Muito bom!,muito bom!,"['muito', 'bom']",1.0,5,4,4
26745,lannister sempre atendendo bem.,lannister sempre atendendo bem.,"['lannister', 'sempre', 'atendendo', 'bem']",1.0,5,4,4
46186,"produto vendido sem estoque, cancelei a venda, solicitei a devolução e mesmo assim mesmo ","produto vendido sem estoque, cancelei a venda, solicitei a devolucao e mesmo assim mesmo ","['produto', 'vendido', 'sem', 'estoque', 'cancelei', 'venda', 'solicitei', 'devolucao', 'mesmo', 'assim', 'mesmo']",0.0,1,4,5
41235,Não gostei da qualidade do produto. Achei caro demais para o que é?,nao gostei da qualidade do produto. achei caro demais para o que e?,"['nao', 'gostei', 'da', 'qualidade', 'do', 'produto', 'achei', 'caro', 'demais', 'para', 'que']",0.0,2,4,4
1422,Além de ñ cumprir com o prometido no caso aentrega a loja ainda dá esclarecimento errado informado que o endereço está errado,alem de n cumprir com o prometido no caso aentrega a loja ainda da esclarecimento errado informado que o endereco esta errado,"['alem', 'de', 'cumprir', 'com', 'prometido', 'no', 'caso', 'aentrega', 'loja', 'ainda', 'da', 'esclarecimento', 'errado', 'informado', 'que', 'endereco', 'esta', 'errado']",0.0,1,4,5
34435,"gostei do produto, funciona bem. nao gostei de pagar o frete e ter que retirar na agencia do correio.","gostei do produto, funciona bem. nao gostei de pagar o frete e ter que retirar na agencia do correio.","['gostei', 'do', 'produto', 'funciona', 'bem', 'nao', 'gostei', 'de', 'pagar', 'frete', 'ter', 'que', 'retirar', 'na', 'agencia', 'do', 'correio']",,3,-1,4
13806,Produto entregue 1 dia antes do prazo. Otimo serviço..,produto entregue 1 dia antes do prazo. otimo servico..,"['produto', 'entregue', 'dia', 'antes', 'do', 'prazo', 'otimo', 'servico']",1.0,5,4,4
62195,"O produto ainda não foi entregue, não tem como avaliar.","o produto ainda nao foi entregue, nao tem como avaliar.","['produto', 'ainda', 'nao', 'foi', 'entregue', 'nao', 'tem', 'como', 'avaliar']",0.0,1,4,5
64023,"Veio muito rápido, obrigado!!","veio muito rapido, obrigado!!","['veio', 'muito', 'rapido', 'obrigado']",1.0,5,4,4
89831,"mandei uma mensagem, para tentar resolver o problema e ate o momento não tive nenhum retorno","mandei uma mensagem, para tentar resolver o problema e ate o momento nao tive nenhum retorno","['mandei', 'uma', 'mensagem', 'para', 'tentar', 'resolver', 'problema', 'ate', 'momento', 'nao', 'tive', 'nenhum', 'retorno']",0.0,1,5,5
13431,Como sempre a entrega antes do prazo e um ótimo atendimento,como sempre a entrega antes do prazo e um otimo atendimento,"['como', 'sempre', 'entrega', 'antes', 'do', 'prazo', 'um', 'otimo', 'atendimento']",1.0,5,4,4
84421,Recomendo com base na minha experiência.,recomendo com base na minha experiencia.,"['recomendo', 'com', 'base', 'na', 'minha', 'experiencia']",1.0,5,4,4
19155,"o atendimento da loja foi dez, somente o produto não foi o que eu esperava.","o atendimento da loja foi dez, somente o produto nao foi o que eu esperava.","['atendimento', 'da', 'loja', 'foi', 'dez', 'somente', 'produto', 'nao', 'foi', 'que', 'eu', 'esperava']",1.0,4,4,4
31207,"Ele realmente puxa o pelo, porém sua alma sai junto, dói muito. A entrega foi dentro do prazo. Veio bem embalado. ;)","ele realmente puxa o pelo, porem sua alma sai junto, doi muito. a entrega foi dentro do prazo. veio bem embalado. ;)","['ele', 'realmente', 'puxa', 'pelo', 'porem', 'sua', 'alma', 'sai', 'junto', 'doi', 'muito', 'entrega', 'foi', 'dentro', 'do', 'prazo', 'veio', 'bem', 'embalado']",,3,-1,4
92849,Mas de mês q a minha compra foi aprovada e até hoje n chegou. Como pode uma coisa dessa,mas de mes q a minha compra foi aprovada e ate hoje n chegou. como pode uma coisa dessa,"['mas', 'de', 'mes', 'minha', 'compra', 'foi', 'aprovada', 'ate', 'hoje', 'chegou', 'como', 'pode', 'uma', 'coisa', 'dessa']",0.0,2,5,4
89039,"Tive problema com estoque, porem foi solucionado, o prazo de entrega é muito longo.","tive problema com estoque, porem foi solucionado, o prazo de entrega e muito longo.","['tive', 'problema', 'com', 'estoque', 'porem', 'foi', 'solucionado', 'prazo', 'de', 'entrega', 'muito', 'longo']",1.0,4,4,4
56346,"A placa não é nova, foi alterada e não funciona. Estou muito insatisfeita com a loja lannister, pois o produto veio do mercado livre. 
Quero meu dinheiro de volta.","a placa nao e nova, foi alterada e nao funciona. estou muito insatisfeita com a loja lannister, pois o produto veio do mercado livre. 
quero meu dinheiro de volta.","['placa', 'nao', 'nova', 'foi', 'alterada', 'nao', 'funciona', 'estou', 'muito', 'insatisfeita', 'com', 'loja', 'lannister', 'pois', 'produto', 'veio', 'do', 'mercado', 'livre', 'quero', 'meu', 'dinheiro', 'de', 'volta']",0.0,1,5,5
51946,"Só queria trocar a máscara,pois eu comprei errado.","so queria trocar a mascara,pois eu comprei errado.","['so', 'queria', 'trocar', 'mascara', 'pois', 'eu', 'comprei', 'errado']",1.0,5,4,4
18239,"Bom dia,

Fiz a compra de 2 toners e recebi somente 1 pelos Correios. Diante disso solicitamos uma posição sobre a entrega do 2° toner que não recebemos.

Desde já agradeço,

Att.,

","bom dia,

fiz a compra de 2 toners e recebi somente 1 pelos correios. diante disso solicitamos uma posicao sobre a entrega do 2° toner que nao recebemos.

desde ja agradeco,

att.,

","['bom', 'dia', 'fiz', 'compra', 'de', 'toners', 'recebi', 'somente', 'pelos', 'correios', 'diante', 'disso', 'solicitamos', 'uma', 'posicao', 'sobre', 'entrega', 'do', 'toner', 'que', 'nao', 'recebemos', 'desde', 'ja', 'agradeco', 'att']",0.0,1,5,5
94258,"produto tem tamanho muito bom, cor linda, mas tem que melhorar qualidade da costura, tive problema quando coloquei lençol e fui ajustar no colchão uma parte da costura esgarçou mais ou menos 10cm ","produto tem tamanho muito bom, cor linda, mas tem que melhorar qualidade da costura, tive problema quando coloquei lencol e fui ajustar no colchao uma parte da costura esgarcou mais ou menos 10cm ","['produto', 'tem', 'tamanho', 'muito', 'bom', 'cor', 'linda', 'mas', 'tem', 'que', 'melhorar', 'qualidade', 'da', 'costura', 'tive', 'problema', 'quando', 'coloquei', 'lencol', 'fui', 'ajustar', 'no', 'colchao', 'uma', 'parte', 'da', 'costura', 'esgarcou', 'mais', 'ou', 'menos', '10cm']",,3,-1,4
31173,"Escolhi o produto, paguei o produto, recebi exatamente o que havia escolhido e pago. Não precisa de mais nada.","escolhi o produto, paguei o produto, recebi exatamente o que havia escolhido e pago. nao precisa de mais nada.","['escolhi', 'produto', 'paguei', 'produto', 'recebi', 'exatamente', 'que', 'havia', 'escolhido', 'pago', 'nao', 'precisa', 'de', 'mais', 'nada']",1.0,5,4,4
20435,"Ocorreu tudo certo,tanto o produto quanto o prazo de entrega..
","ocorreu tudo certo,tanto o produto quanto o prazo de entrega..
","['ocorreu', 'tudo', 'certo', 'tanto', 'produto', 'quanto', 'prazo', 'de', 'entrega']",1.0,5,4,4
75080,"O prazo para receber o produto era no dia 19/02, mas até hoje nem sinal do mesmo, já fazia dias que eu tentava entrar em contato, ontem recebi uma ligação da empresa falando para aguardar. Vamos ver","o prazo para receber o produto era no dia 19/02, mas ate hoje nem sinal do mesmo, ja fazia dias que eu tentava entrar em contato, ontem recebi uma ligacao da empresa falando para aguardar. vamos ver","['prazo', 'para', 'receber', 'produto', 'era', 'no', 'dia', '19', '02', 'mas', 'ate', 'hoje', 'nem', 'sinal', 'do', 'mesmo', 'ja', 'fazia', 'dias', 'que', 'eu', 'tentava', 'entrar', 'em', 'contato', 'ontem', 'recebi', 'uma', 'ligacao', 'da', 'empresa', 'falando', 'para', 'aguardar', 'vamos', 'ver']",0.0,1,5,5
53190,Super recomendo o aplicativo lannister.com,super recomendo o aplicativo lannister.com,"['super', 'recomendo', 'aplicativo', 'lannister', 'com']",1.0,5,4,4
40579,Prazo de entrega gigante e mesmo assim conseguiram atrasar a entrega.,prazo de entrega gigante e mesmo assim conseguiram atrasar a entrega.,"['prazo', 'de', 'entrega', 'gigante', 'mesmo', 'assim', 'conseguiram', 'atrasar', 'entrega']",0.0,1,5,5
81106,gostei muito bom,gostei muito bom,"['gostei', 'muito', 'bom']",1.0,4,4,4
77548,"Produto chegou conforme combinado, tudo certo, recomendo","produto chegou conforme combinado, tudo certo, recomendo","['produto', 'chegou', 'conforme', 'combinado', 'tudo', 'certo', 'recomendo']",1.0,5,4,4
66240,Veio no prazo!,veio no prazo!,"['veio', 'no', 'prazo']",1.0,5,4,4
9597,LOJA BEM RECOMEDADA,loja bem recomedada,"['loja', 'bem', 'recomedada']",1.0,5,4,4
58436,"Òtimo site, chegou muito rápido, nunca tive problemas.","otimo site, chegou muito rapido, nunca tive problemas.","['otimo', 'site', 'chegou', 'muito', 'rapido', 'nunca', 'tive', 'problemas']",1.0,5,4,4
23645,excelente,excelente,['excelente'],1.0,5,4,4
78276,"Tampa da garrafa espanada, não fecha corretamente","tampa da garrafa espanada, nao fecha corretamente","['tampa', 'da', 'garrafa', 'espanada', 'nao', 'fecha', 'corretamente']",0.0,1,5,5
4717,Correios demorou quase 1 mês.,correios demorou quase 1 mes.,"['correios', 'demorou', 'quase', 'mes']",1.0,4,4,4
73371,"As focinheiras n°s 01, 02 e 03 são ineficientes, pois o velcro está na ponta do tecido, ficando muito frouxa e o gato retira com muita facilidade, mesmo a n° 01. Precisa colocar mais velcro.","as focinheiras n°s 01, 02 e 03 sao ineficientes, pois o velcro esta na ponta do tecido, ficando muito frouxa e o gato retira com muita facilidade, mesmo a n° 01. precisa colocar mais velcro.","['as', 'focinheiras', '01', '02', '03', 'sao', 'ineficientes', 'pois', 'velcro', 'esta', 'na', 'ponta', 'do', 'tecido', 'ficando', 'muito', 'frouxa', 'gato', 'retira', 'com', 'muita', 'facilidade', 'mesmo', '01', 'precisa', 'colocar', 'mais', 'velcro']",0.0,2,5,4
21034,Ótimo produto. Custo e benefício. ,otimo produto. custo e beneficio. ,"['otimo', 'produto', 'custo', 'beneficio']",1.0,5,4,4
34444,Produto de boa qualidade,produto de boa qualidade,"['produto', 'de', 'boa', 'qualidade']",1.0,5,4,4
62086,Ótimo ,otimo ,['otimo'],1.0,4,4,4
3623," so recebi 1 rolo 2,5mm falta o rolo 6,00 mm ainda nao chegou Catia"," so recebi 1 rolo 2,5mm falta o rolo 6,00 mm ainda nao chegou catia","['so', 'recebi', 'rolo', '5mm', 'falta', 'rolo', '00', 'mm', 'ainda', 'nao', 'chegou', 'catia']",,3,-1,4
42300,"Não recebi o produto, se até o dia 28/05 não tiver resposta vou procurar o procom","nao recebi o produto, se ate o dia 28/05 nao tiver resposta vou procurar o procom","['nao', 'recebi', 'produto', 'se', 'ate', 'dia', '28', '05', 'nao', 'tiver', 'resposta', 'vou', 'procurar', 'procom']",0.0,1,5,5
35833,"Linda almofada de cachorro, muito boa qualidade!","linda almofada de cachorro, muito boa qualidade!","['linda', 'almofada', 'de', 'cachorro', 'muito', 'boa', 'qualidade']",1.0,4,4,4
90119,Bom Dia.Recomendo a todos.Nuuto Bom o produto Veio muito rápido.bMuuto boa qualidade.,bom dia.recomendo a todos.nuuto bom o produto veio muito rapido.bmuuto boa qualidade.,"['bom', 'dia', 'recomendo', 'todos', 'nuuto', 'bom', 'produto', 'veio', 'muito', 'rapido', 'bmuuto', 'boa', 'qualidade']",1.0,5,4,4
48511,Produto de boa qualidade,produto de boa qualidade,"['produto', 'de', 'boa', 'qualidade']",1.0,5,4,4
100,"Satisfeito
","satisfeito
",['satisfeito'],1.0,5,4,4
69180,Estou muito chateada pois aguardei e até agora nada.,estou muito chateada pois aguardei e ate agora nada.,"['estou', 'muito', 'chateada', 'pois', 'aguardei', 'ate', 'agora', 'nada']",0.0,1,5,5
